Epoch: 0 , Loss: 0.151125
Epoch: 1 , Loss: 0.055790
Epoch: 2 , Loss: 0.220451
Epoch: 3 , Loss: 0.061402
Epoch: 4 , Loss: 0.074369
Epoch: 5 , Loss: 0.064406
Epoch: 6 , Loss: 0.054278
Epoch: 7 , Loss: 0.042385
Epoch: 8 , Loss: 0.039932
Epoch: 9 , Loss: 0.034568
Epoch: 10 , Loss: 0.032685
Epoch: 11 , Loss: 0.031228
Epoch: 12 , Loss: 0.030005
Epoch: 13 , Loss: 0.029066
Epoch: 14 , Loss: 0.027633
Epoch: 15 , Loss: 0.027138
Epoch: 16 , Loss: 0.026302
Epoch: 17 , Loss: 0.026082
Epoch: 18 , Loss: 0.025625
Epoch: 19 , Loss: 0.024997
Epoch: 20 , Loss: 0.024197
Epoch: 21 , Loss: 0.023927
Epoch: 22 , Loss: 0.023393
Epoch: 23 , Loss: 0.023364
Epoch: 24 , Loss: 0.022835
Epoch: 25 , Loss: 0.022443
Epoch: 26 , Loss: 0.022059
Epoch: 27 , Loss: 0.021580
Epoch: 28 , Loss: 0.021102
Epoch: 29 , Loss: 0.020938
Epoch: 30 , Loss: 0.020582
Epoch: 31 , Loss: 0.020452
Epoch: 32 , Loss: 0.020053
Epoch: 33 , Loss: 0.019868
Epoch: 34 , Loss: 0.019590
Epoch: 35 , Loss: 0.019309
Epoch: 36 , Loss: 0.019181
Epoch: 37 , Loss: 0.019001
Epoch: 38 , Loss: 0.018946
Epoch: 39 , Loss: 0.018776
Epoch: 40 , Loss: 0.018618
Epoch: 41 , Loss: 0.018544
Epoch: 42 , Loss: 0.018385
Epoch: 43 , Loss: 0.018306
Epoch: 44 , Loss: 0.018216
Epoch: 45 , Loss: 0.018115
Epoch: 46 , Loss: 0.018107
Epoch: 47 , Loss: 0.018136
Epoch: 48 , Loss: 0.018219
Epoch: 49 , Loss: 0.018412
Epoch: 50 , Loss: 0.018536
Epoch: 51 , Loss: 0.018409
Epoch: 52 , Loss: 0.018031
Epoch: 53 , Loss: 0.017696
Epoch: 54 , Loss: 0.017506
Epoch: 55 , Loss: 0.017504
Epoch: 56 , Loss: 0.017640
Epoch: 57 , Loss: 0.017828
Epoch: 58 , Loss: 0.017944
Epoch: 59 , Loss: 0.017811
Epoch: 60 , Loss: 0.017500
Epoch: 61 , Loss: 0.017261
Epoch: 62 , Loss: 0.017155
Epoch: 63 , Loss: 0.017117
Epoch: 64 , Loss: 0.017134
Epoch: 65 , Loss: 0.017213
Epoch: 66 , Loss: 0.017400
Epoch: 67 , Loss: 0.017739
Epoch: 68 , Loss: 0.018015
Epoch: 69 , Loss: 0.018111
Epoch: 70 , Loss: 0.017533
Epoch: 71 , Loss: 0.017012
Epoch: 72 , Loss: 0.016762
Epoch: 73 , Loss: 0.016761
Epoch: 74 , Loss: 0.016913
Epoch: 75 , Loss: 0.017130
Epoch: 76 , Loss: 0.017381
Epoch: 77 , Loss: 0.017341
Epoch: 78 , Loss: 0.017081
Epoch: 79 , Loss: 0.016680
